identifier,identifier_type_genome1,identifier_type_genome2,record_id_genome1,record_id_genome2,supporting_types_genome1,supporting_types_genome2,start_genome1,start_genome2,end_genome1,end_genome2,strand_genome1,strand_genome2,start_difference_bp,position_match_within_threshold,status
ArsR/SmtB family transcription factor,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2430022,2430036,2430367,2430381,-1,-1,14,True,matched
ArsR/SmtB family transcription factor,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2886754,2886805,2887129,2887180,-1,-1,51,True,matched
B12-binding domain-containing radical SAM protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3706529,3706589,3708116,3708176,1,1,60,True,matched
BMP family ABC transporter substrate-binding protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,864412,864428,865417,865433,-1,-1,16,True,matched
Bacteriohemerythrin,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,431924,431923,432344,432343,-1,-1,1,True,matched
BamA/TamA family outer membrane protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3436669,3436726,3438886,3438943,-1,-1,57,True,matched
BolA family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,170219,170215,170471,170467,-1,-1,4,True,matched
C40 family peptidase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3776325,3776384,3777195,3777254,-1,-1,59,True,matched
CAAD domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1851241,1851229,1851661,1851649,1,1,12,True,matched
CBS domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2998345,2998398,2998810,2998863,-1,-1,53,True,matched
CCA tRNA nucleotidyltransferase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3996982,3997038,3998239,3998295,-1,-1,56,True,matched
CDGSH iron-sulfur domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2859843,2859893,2860098,2860148,1,1,50,True,matched
CGLD27 family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2661197,2661232,2661698,2661733,1,1,35,True,matched
CHASE domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3718244,3718304,3721223,3721283,1,1,60,True,matched
CHASE2 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1607931,1607915,1609938,1609922,1,1,16,True,matched
CHASE2 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2239479,2239480,2241699,2241700,-1,-1,1,True,matched
CHASE4 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3154424,3154478,3156854,3156908,1,1,54,True,matched
CHAT domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,51809,51807,54422,54420,1,1,2,True,matched
CHAT domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,64963,64961,67567,67565,-1,-1,2,True,matched
CHAT domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1847250,1847239,1848940,1848929,-1,-1,11,True,matched
CHAT domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3301613,3301668,3302963,3303018,-1,-1,55,True,matched
CIA30 family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,144396,144391,145503,145498,1,1,5,True,matched
CO2 hydration protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1574997,1574982,1576122,1576107,1,1,15,True,matched
CO2 hydration protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4436051,4436038,4437362,4437349,-1,-1,13,True,matched
COP23 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1690988,1690970,1691528,1691510,1,1,18,True,matched
CPP1-like family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1168137,1168167,1168758,1168788,-1,-1,30,True,matched
CRR6 family NdhI maturation factor,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2118346,2118339,2118826,2118819,-1,-1,7,True,matched
CTP synthase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3299235,3299289,3300972,3301026,1,1,54,True,matched
Ca(2+)/H(+) antiporter,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1218474,1218504,1219590,1219620,-1,-1,30,True,matched
Calcium-transporting ATPase CtpE,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1789708,1789692,1792225,1792209,1,1,16,True,matched
Calvin cycle protein CP12,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2567676,2567702,2567910,2567936,-1,-1,26,True,matched
Calx-beta domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3079594,3079647,3081763,3081816,1,1,53,True,matched
CatB-related O-acetyltransferase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2850591,2850641,2851185,2851235,-1,-1,50,True,matched
ChaN family lipoprotein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2645312,2645349,2646431,2646468,-1,-1,37,True,matched
CheR family methyltransferase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,895019,895036,896714,896731,-1,-1,17,True,matched
CmpA/NrtA family ABC transporter substrate-binding protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1066014,1066032,1067355,1067373,-1,-1,18,True,matched
CmpA/NrtA family ABC transporter substrate-binding protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3553047,3553115,3554424,3554492,-1,-1,68,True,matched
CoA-binding protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,294886,294885,295804,295803,-1,-1,1,True,matched
CoB--CoM heterodisulfide reductase iron-sulfur subunit B family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1984673,1984674,1985657,1985658,-1,-1,1,True,matched
"Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C-terminal domain",standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4305388,4305371,4306612,4306595,1,1,17,True,matched
Cof-type HAD-IIB family hydrolase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2265732,2265736,2266662,2266666,1,1,4,True,matched
ComEA family DNA-binding protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1902688,1902682,1903117,1903111,-1,-1,6,True,matched
ComEC/Rec2 family competence protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3452157,3452214,3454515,3454572,-1,-1,57,True,matched
Coq4 family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3609910,3609977,3610648,3610715,1,1,67,True,matched
Crp/Fnr family transcriptional regulator,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,171872,171869,172580,172577,-1,-1,3,True,matched
Crp/Fnr family transcriptional regulator,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,784202,784218,784853,784869,1,1,16,True,matched
Crp/Fnr family transcriptional regulator,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2536627,2536654,2537116,2537143,-1,-1,27,True,matched
Crp/Fnr family transcriptional regulator,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2743416,2743465,2744001,2744050,-1,-1,49,True,matched
Crp/Fnr family transcriptional regulator,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2833072,2833117,2833756,2833801,1,1,45,True,matched
Crp/Fnr family transcriptional regulator,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3489224,3489286,3489716,3489778,-1,-1,62,True,matched
D-Ala-D-Ala carboxypeptidase family metallohydrolase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,573798,573794,575064,575060,1,1,4,True,matched
D-Ala-D-Ala carboxypeptidase family metallohydrolase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1200180,1200211,1202325,1202356,-1,-1,31,True,matched
D-alanyl-D-alanine carboxypeptidase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2518348,2518371,2519743,2519766,1,1,23,True,matched
D-alanyl-D-alanine carboxypeptidase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3430299,3430354,3431424,3431479,-1,-1,55,True,matched
"D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase glpX",standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3760858,3760917,3761896,3761955,1,1,59,True,matched
"D-glycero-alpha-D-manno-heptose-1,7-bispho sphate 7-phosphatase",standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4159045,4159098,4159630,4159683,1,1,53,True,matched
D-ribulose kinase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1708047,1708031,1709445,1709429,1,1,16,True,matched
DDE transposase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3622027,3622093,3622216,3622282,1,1,66,True,matched
DHA2 family efflux MFS transporter permease subunit,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,238152,238155,239739,239742,1,1,3,True,matched
DM13 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,841183,841196,841645,841658,1,1,13,True,matched
DMT family transporter,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3407924,3407979,3408863,3408918,-1,-1,55,True,matched
DMT family transporter,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4032336,4032394,4033281,4033339,-1,-1,58,True,matched
DMT family transporter,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4294714,4294698,4295791,4295775,-1,-1,16,True,matched
DNA adenine methylase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,364990,364987,365938,365935,1,1,3,True,matched
DNA alkylation repair protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,433403,433402,434240,434239,1,1,1,True,matched
DNA cytosine methyltransferase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2619308,2619341,2620670,2620703,-1,-1,33,True,matched
DNA double-strand break repair nuclease NurA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4248601,4248583,4249804,4249786,1,1,18,True,matched
DNA polymerase III subunit alpha,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1012778,1012802,1016345,1016369,-1,-1,24,True,matched
DNA polymerase III subunit delta',standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2496236,2496253,2497223,2497240,1,1,17,True,matched
DNA topoisomerase (ATP-hydrolyzing) subunit A,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2534042,2534069,2536553,2536580,1,1,27,True,matched
DNA-directed RNA polymerase subunit alpha,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3898411,3898467,3899356,3899412,1,1,56,True,matched
DNA-directed RNA polymerase subunit beta,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2285240,2285246,2289260,2289266,1,1,6,True,matched
DNA-directed RNA polymerase subunit omega,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4480310,4480300,4480541,4480531,1,1,10,True,matched
DNA-formamidopyrimidine glycosylase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3388948,3389001,3389815,3389868,-1,-1,53,True,matched
DNA-processing protein DprA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2659675,2659710,2660179,2660214,-1,-1,35,True,matched
DUF1003 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,794022,794037,794565,794580,1,1,15,True,matched
DUF1049 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1880961,1880954,1881189,1881182,1,1,7,True,matched
DUF1257 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1490454,1490433,1490805,1490784,1,1,21,True,matched
DUF1257 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2961496,2961547,2961883,2961934,-1,-1,51,True,matched
DUF1348 family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4423000,4422988,4423423,4423411,-1,-1,12,True,matched
DUF1361 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,23469,23469,24150,24150,1,1,0,True,matched
DUF1499 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1603677,1603660,1604319,1604302,1,1,17,True,matched
DUF1517 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,91520,91517,92123,92120,-1,-1,3,True,matched
DUF1565 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2562746,2562773,2563826,2563853,-1,-1,27,True,matched
DUF1565 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4250162,4250144,4251182,4251164,1,1,18,True,matched
DUF1611 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1444315,1444296,1445428,1445409,-1,-1,19,True,matched
DUF1634 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1809761,1809748,1810250,1810237,1,1,13,True,matched
DUF1636 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2967607,2967660,2968168,2968221,-1,-1,53,True,matched
DUF177 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1023894,1023916,1024401,1024423,-1,-1,22,True,matched
DUF1815 family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2922515,2922563,2922908,2922956,-1,-1,48,True,matched
DUF1816 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,58072,58070,58357,58355,-1,-1,2,True,matched
DUF1818 family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,828198,828209,828570,828581,-1,-1,11,True,matched
DUF1822 family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,70735,70733,71929,71927,-1,-1,2,True,matched
DUF1822 family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3723175,3723235,3724159,3724219,-1,-1,60,True,matched
DUF1823 family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2637032,2637067,2637452,2637487,1,1,35,True,matched
DUF1825 family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1904625,1904617,1904952,1904944,1,1,8,True,matched
DUF1830 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1298664,1298701,1299024,1299061,-1,-1,37,True,matched
DUF192 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,392715,392713,393153,393151,1,1,2,True,matched
DUF1993 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2753188,2753237,2753713,2753762,1,1,49,True,matched
DUF2079 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,978627,978651,980208,980232,-1,-1,24,True,matched
DUF2079 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2905605,2905654,2907264,2907313,1,1,49,True,matched
DUF2103 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1395226,1395205,1395496,1395475,1,1,21,True,matched
DUF2199 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1316208,1316247,1316727,1316766,-1,-1,39,True,matched
DUF2203 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3006267,3006323,3006696,3006752,-1,-1,56,True,matched
DUF2214 family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2201434,2201433,2201881,2201880,1,1,1,True,matched
DUF2231 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,982308,982332,982806,982830,1,1,24,True,matched
DUF2231 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,982805,982829,983423,983447,1,1,24,True,matched
DUF2232 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1375093,1375072,1375792,1375771,1,1,21,True,matched
DUF2237 family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2568574,2568600,2568967,2568993,-1,-1,26,True,matched
DUF2256 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,784996,785012,785167,785183,1,1,16,True,matched
DUF2283 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1347889,1347927,1348114,1348152,-1,-1,38,True,matched
DUF2288 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3344708,3344761,3345050,3345103,-1,-1,53,True,matched
