/home/mi/work/genome1.fna /home/mi/work/genome2.fna
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
344147	344291	78548	78689	145	142	91.72	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
344147	344291	93459	93315	145	145	96.55	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
344147	344291	411064	410920	145	145	92.41	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
344147	344291	1017631	1017775	145	145	98.62	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
344147	344291	1782305	1782449	145	145	93.10	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
344147	344291	1909423	1909283	145	141	88.97	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
344147	344291	2233953	2233809	145	145	97.93	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
344147	344291	2432636	2432492	145	145	91.72	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
344147	344291	4062886	4063030	145	145	93.79	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
344147	344291	4518477	4518621	145	145	93.10	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
344148	344237	3992100	3992011	90	90	93.33	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
359282	359417	659952	659819	136	134	91.91	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
359282	359416	2388844	2388972	135	129	83.70	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
359282	359418	2562101	2561966	137	136	94.89	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
359282	359412	2739338	2739463	131	126	89.31	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
359282	359416	3126794	3126661	135	134	94.81	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
359282	359415	3786280	3786412	134	133	90.30	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
359282	359412	4306791	4306662	131	130	90.84	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
359282	359412	4503786	4503911	131	126	89.31	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
359292	359412	900012	899893	121	120	90.91	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
359474	359728	3272501	3272763	255	263	77.65	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
359491	359589	1697037	1697136	99	100	91.09	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
359628	359726	1697037	1697136	99	100	92.08	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
361905	362573	345577	346245	669	669	98.21	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
363484	375589	350340	362436	12106	12097	98.21	4539749	4536413	0.27	0.27	CorrectedCP166615.1	FinalAssembly_Ba.1
369881	369999	4115043	4114925	119	119	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
369882	370001	447044	447163	120	120	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
369882	369998	559440	559556	117	117	99.15	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
369882	369998	677316	677433	117	118	97.46	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
369882	369998	2893828	2893944	117	117	99.15	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
369882	369999	2977309	2977192	118	118	99.15	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
375388	375667	366669	366948	280	280	88.93	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
380118	386068	364803	370738	5951	5936	97.70	4539749	4536413	0.13	0.13	CorrectedCP166615.1	FinalAssembly_Ba.1
381964	382199	362200	362435	236	236	94.49	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
382603	382694	362288	362379	92	92	97.83	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
383485	383685	102180	102380	201	201	93.03	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
383485	383596	102444	102555	112	112	96.43	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
391141	393503	370898	373260	2363	2363	99.03	4539749	4536413	0.05	0.05	CorrectedCP166615.1	FinalAssembly_Ba.1
393500	394412	1728368	1727457	913	912	91.02	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
393501	394412	2944477	2945387	912	911	91.23	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
394408	398322	373258	377172	3915	3915	98.72	4539749	4536413	0.09	0.09	CorrectedCP166615.1	FinalAssembly_Ba.1
398322	398472	470574	470711	151	138	86.75	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
398322	398472	3669309	3669446	151	138	88.08	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
398325	398413	121291	121203	89	89	96.63	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
398325	398416	2610916	2611007	92	92	95.65	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
398330	398416	594334	594248	87	87	95.40	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
398469	407850	377172	386570	9382	9399	98.37	4539749	4536413	0.21	0.21	CorrectedCP166615.1	FinalAssembly_Ba.1
407967	408080	677316	677430	114	115	95.65	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
411637	414371	390408	393142	2735	2735	97.00	4539749	4536413	0.06	0.06	CorrectedCP166615.1	FinalAssembly_Ba.1
416569	424992	395425	403848	8424	8424	98.66	4539749	4536413	0.19	0.19	CorrectedCP166615.1	FinalAssembly_Ba.1
424995	431929	403977	410921	6935	6945	97.89	4539749	4536413	0.15	0.15	CorrectedCP166615.1	FinalAssembly_Ba.1
431931	447065	411089	426211	15135	15123	98.84	4539749	4536413	0.33	0.33	CorrectedCP166615.1	FinalAssembly_Ba.1
446921	447020	1782451	1782352	100	100	95.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
446921	447028	3272462	3272568	108	107	94.44	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
446987	458566	426171	437766	11580	11596	98.71	4539749	4536413	0.26	0.26	CorrectedCP166615.1	FinalAssembly_Ba.1
447025	447119	4008787	4008693	95	95	95.79	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
447037	447105	3272539	3272607	69	69	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
458712	467747	437928	446968	9036	9041	98.59	4539749	4536413	0.20	0.20	CorrectedCP166615.1	FinalAssembly_Ba.1
462517	462619	121295	121193	103	103	90.38	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
462518	462656	3530289	3530151	139	139	99.28	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
462518	462657	4442346	4442485	140	140	89.29	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
462521	462650	176181	176052	130	130	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
462521	462659	649841	649703	139	139	97.12	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
462521	462653	2698907	2699039	133	133	89.47	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
462521	462657	3117721	3117585	137	137	94.89	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
462521	462653	4239375	4239507	133	133	96.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
467743	467885	4373132	4373274	143	143	95.10	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
467746	467878	469749	469617	133	133	96.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
467746	467878	3097565	3097697	133	133	96.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
467746	467848	4495884	4495986	103	103	97.09	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
467952	471347	447155	450550	3396	3396	96.26	4539749	4536413	0.07	0.07	CorrectedCP166615.1	FinalAssembly_Ba.1
471344	472243	450761	451660	900	900	95.78	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
473879	474162	452352	452635	284	284	94.37	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
476969	480102	453977	457110	3134	3134	95.25	4539749	4536413	0.07	0.07	CorrectedCP166615.1	FinalAssembly_Ba.1
479934	480129	464153	464348	196	196	89.85	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
480171	481038	463415	464281	868	867	95.05	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
480910	481060	456942	457092	151	151	98.68	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
482259	485488	467326	470579	3230	3254	98.06	4539749	4536413	0.07	0.07	CorrectedCP166615.1	FinalAssembly_Ba.1
484517	484661	718471	718327	145	145	85.52	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
484521	484658	3097702	3097565	138	138	98.55	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
484522	484658	2698903	2699039	137	137	94.16	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
484523	484661	4442346	4442484	139	139	94.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
484526	484663	4373267	4373130	138	138	97.83	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
484528	484658	2543772	2543902	131	131	85.50	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
484556	484658	4495986	4495884	103	103	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
484590	484663	1903410	1903337	74	74	97.30	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
485482	530127	470707	515237	44646	44531	98.51	4539749	4536413	0.98	0.98	CorrectedCP166615.1	FinalAssembly_Ba.1
486533	486671	1069485	1069347	139	139	92.09	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
486534	486673	45700	45839	140	140	97.14	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
486534	486673	319437	319298	140	140	95.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
486534	486673	1301426	1301287	140	140	94.29	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
486534	486673	1946655	1946516	140	140	95.71	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
486534	486672	2239483	2239345	139	139	93.53	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
486534	486673	2396933	2396794	140	140	93.57	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
486534	486671	3365654	3365517	138	138	92.75	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
486534	486673	3753220	3753081	140	140	96.43	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
486536	486673	1836532	1836395	138	138	94.93	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
530604	544685	515738	529751	14082	14014	98.16	4539749	4536413	0.31	0.31	CorrectedCP166615.1	FinalAssembly_Ba.1
544980	550135	530115	535252	5156	5138	95.21	4539749	4536413	0.11	0.11	CorrectedCP166615.1	FinalAssembly_Ba.1
549277	549528	4391274	4391023	252	252	91.30	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
549984	550121	537250	537387	138	138	91.37	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
550178	550445	534365	534632	268	268	92.16	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
550768	550994	535026	535252	227	227	86.40	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
552749	557210	539022	543483	4462	4462	95.32	4539749	4536413	0.10	0.10	CorrectedCP166615.1	FinalAssembly_Ba.1
557472	557664	543483	543675	193	193	92.75	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
558123	561522	543672	547061	3400	3390	98.00	4539749	4536413	0.07	0.07	CorrectedCP166615.1	FinalAssembly_Ba.1
560133	560273	649706	649845	141	140	75.89	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
560133	560273	1594292	1594153	141	140	77.46	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
560133	560272	4306659	4306797	140	139	77.14	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
561653	571308	547183	556838	9656	9656	96.74	4539749	4536413	0.21	0.21	CorrectedCP166615.1	FinalAssembly_Ba.1
571412	591599	559612	579786	20188	20175	98.32	4539749	4536413	0.44	0.44	CorrectedCP166615.1	FinalAssembly_Ba.1
591599	592621	1731483	1732506	1023	1024	98.24	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
591599	592629	2752971	2751940	1031	1032	98.06	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
591599	592635	3613781	3612744	1037	1038	98.07	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
592628	644340	724266	672538	51713	51729	98.58	4539749	4536413	1.14	1.14	CorrectedCP166615.1	FinalAssembly_Ba.1
598423	598567	469608	469752	145	145	84.83	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598425	598564	3870394	3870255	140	140	97.14	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598427	598564	2960635	2960772	138	138	95.65	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598428	598564	4362155	4362019	137	137	97.08	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598429	598567	1797200	1797338	139	139	95.68	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598432	598568	2110	2246	137	137	97.08	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598432	598569	224475	224338	138	138	94.93	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598432	598564	601397	601528	133	132	91.73	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598432	598564	635278	635410	133	133	96.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598432	598568	847678	847814	137	137	97.08	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598432	598564	1246822	1246690	133	133	97.74	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598432	598569	1397489	1397626	138	138	94.93	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598432	598564	1836382	1836250	133	133	98.50	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598432	598568	1917730	1917594	137	137	94.16	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598432	598564	2899586	2899718	133	133	97.74	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598432	598562	3073347	3073217	131	131	93.13	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598432	598564	3959373	3959505	133	133	96.99	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598432	598564	4303196	4303328	133	133	95.49	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
598498	598564	2432492	2432426	67	67	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
610601	610747	45702	45848	147	147	88.44	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
610601	610733	471774	471906	133	133	89.47	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
610609	610742	1946645	1946512	134	134	90.30	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
610612	610742	2396920	2396790	131	131	90.84	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
632887	633058	3149	2977	172	173	92.49	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
632887	633058	755545	755375	172	171	91.86	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
632887	633066	1243662	1243842	180	181	89.50	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
632887	633067	1968814	1968633	181	182	89.56	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
632887	633065	3501485	3501663	179	179	91.67	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
632887	633062	3780809	3780984	176	176	90.40	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
639443	639562	2893946	2893828	120	119	96.67	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
639444	639563	559557	559439	120	119	96.67	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
639445	639562	356841	356725	118	117	97.46	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
639445	639562	447160	447044	118	117	97.46	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
639445	639562	2977193	2977309	118	117	96.61	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
639445	639562	4114926	4115042	118	117	97.46	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
644442	661783	671242	653877	17342	17366	98.63	4539749	4536413	0.38	0.38	CorrectedCP166615.1	FinalAssembly_Ba.1
655711	655783	868827	868899	73	73	97.26	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655711	655792	1170441	1170360	82	82	96.34	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655711	655848	2698902	2699039	138	138	84.89	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655712	655792	470573	470653	81	81	95.06	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655712	655848	649845	649709	137	137	86.23	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655712	655855	1594153	1594297	144	145	95.17	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655712	655851	2319744	2319605	140	140	95.71	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655712	655791	3139941	3140020	80	80	95.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655712	655853	3848695	3848554	142	142	97.18	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655712	655848	4095056	4094924	137	133	93.43	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655713	655806	48316	48409	94	94	93.68	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655713	655851	298713	298575	139	139	96.40	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655713	655851	2388838	2388971	139	134	85.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655713	655851	2562107	2561969	139	139	95.68	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655713	655851	2859683	2859545	139	139	95.68	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655713	655794	3845677	3845758	82	82	96.34	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655713	655797	4309269	4309353	85	85	95.29	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655714	655851	3126799	3126662	138	138	95.65	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655714	655806	3423825	3423733	93	93	92.47	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655714	655852	3706187	3706053	139	135	92.09	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655714	655851	4239373	4239510	138	138	87.05	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655716	655848	2739335	2739463	133	129	95.49	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655716	655806	3233711	3233621	91	91	93.41	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655716	655852	3786277	3786413	137	137	97.81	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655716	655848	4306794	4306662	133	133	96.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655716	655848	4503783	4503911	133	129	95.49	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655719	655851	341817	341950	133	134	92.54	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
655729	655848	900012	899893	120	120	97.50	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
657978	658131	1154899	1155052	154	154	92.21	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
657978	658120	1954475	1954333	143	143	93.01	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
657978	658119	3674072	3673931	142	142	95.07	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
657996	658111	3385644	3385529	116	116	93.97	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661774	661849	3233719	3233644	76	76	98.68	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661778	661849	48315	48386	72	72	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661779	661862	1017562	1017645	84	84	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661779	662057	3180912	3180629	279	284	92.28	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
661779	661849	4309269	4309339	71	71	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661782	661861	868832	868911	80	80	96.25	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661782	661849	3139945	3140012	68	68	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661785	662002	2423374	2423592	218	219	83.78	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661787	661862	2234014	2233939	76	76	98.68	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661829	662002	4063050	4062878	174	173	81.46	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661838	662002	869054	868890	165	165	95.15	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661838	662002	2999973	2999809	165	165	98.79	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661839	662002	1454901	1455064	164	164	93.90	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661839	662002	3773412	3773261	164	152	89.02	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661841	661999	4056374	4056215	159	160	97.50	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661848	661999	1153201	1153049	152	153	96.08	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
661887	662002	1892320	1892430	116	111	88.79	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
